gameid,player_id,carries,rush_yards,rush_fumbles,rush_tds,targets,receptions,rec_yards,raw_yac,rec_fumbles,rec_tds,ac_tds,rec_raw_airyards,caught_airyards,attempts,completions,pass_yards,pass_raw_airyards,comp_airyards,timeshit,interceptions,pass_tds,air_tds,season,team,pos,player_name
2017100103,00-0030456,3.0,12.0,0.0,0.0,4.0,3.0,67.0,71.0,0.0,1.0,1.0,-9.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017100800,00-0030456,2.0,2.0,0.0,0.0,2.0,2.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017102208,00-0030456,3.0,8.0,0.0,0.0,3.0,1.0,-1.0,3.0,1.0,0.0,0.0,-5.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017102902,00-0030456,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017110502,00-0030456,1.0,-1.0,0.0,0.0,1.0,1.0,-5.0,3.0,0.0,0.0,0.0,-8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017111206,00-0030456,2.0,10.0,0.0,0.0,6.0,5.0,38.0,27.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017111908,00-0030456,3.0,-4.0,0.0,0.0,2.0,1.0,8.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017112601,00-0030456,3.0,12.0,0.0,0.0,1.0,1.0,15.0,20.0,0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017120400,00-0030456,13.0,77.0,0.0,0.0,3.0,2.0,19.0,26.0,0.0,0.0,0.0,-9.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017121002,00-0030456,11.0,62.0,0.0,0.0,8.0,6.0,68.0,79.0,0.0,0.0,0.0,-8.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017121704,00-0030456,14.0,30.0,0.0,1.0,5.0,3.0,13.0,18.0,0.0,0.0,0.0,7.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017122402,00-0030456,23.0,116.0,0.0,1.0,7.0,7.0,52.0,49.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017123101,00-0030456,10.0,53.0,0.0,0.0,9.0,6.0,18.0,39.0,0.0,0.0,0.0,-33.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,RB,G.Bernard
2017091002,00-0031577,21.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017091700,00-0031577,14.0,70.0,0.0,0.0,6.0,5.0,35.0,21.0,0.0,1.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017092400,00-0031577,8.0,15.0,0.0,0.0,6.0,5.0,13.0,6.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017100102,00-0031577,2.0,7.0,0.0,0.0,6.0,6.0,37.0,33.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017100809,00-0031577,21.0,73.0,0.0,1.0,5.0,4.0,12.0,17.0,0.0,0.0,0.0,-9.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017101501,00-0031577,10.0,49.0,0.0,0.0,4.0,3.0,17.0,12.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017102207,00-0031577,6.0,20.0,0.0,0.0,11.0,8.0,29.0,37.0,1.0,0.0,0.0,8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017102600,00-0031577,17.0,55.0,0.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,-10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017110506,00-0031577,7.0,20.0,0.0,0.0,8.0,7.0,44.0,29.0,0.0,1.0,1.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017111902,00-0031577,3.0,8.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017112700,00-0031577,5.0,15.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017120301,00-0031577,7.0,22.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017121013,00-0031577,6.0,25.0,0.0,2.0,2.0,2.0,32.0,36.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017121702,00-0031577,13.0,70.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017122300,00-0031577,8.0,37.0,0.0,0.0,1.0,1.0,10.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017123101,00-0031577,5.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,BAL,RB,J.Allen
2017091002,00-0032214,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017092411,00-0032214,0.0,0.0,0.0,0.0,4.0,3.0,28.0,11.0,0.0,0.0,0.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017100103,00-0032214,0.0,0.0,0.0,0.0,7.0,6.0,68.0,18.0,1.0,2.0,1.0,73.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017100800,00-0032214,0.0,0.0,0.0,0.0,5.0,4.0,38.0,13.0,0.0,0.0,0.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017102208,00-0032214,0.0,0.0,0.0,0.0,4.0,4.0,23.0,11.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017102902,00-0032214,0.0,0.0,0.0,0.0,6.0,5.0,46.0,25.0,0.0,0.0,0.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017110502,00-0032214,0.0,0.0,0.0,0.0,2.0,2.0,79.0,58.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017111206,00-0032214,0.0,0.0,0.0,0.0,6.0,1.0,4.0,3.0,0.0,0.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017111908,00-0032214,0.0,0.0,0.0,0.0,3.0,2.0,12.0,8.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017112601,00-0032214,0.0,0.0,0.0,0.0,4.0,3.0,14.0,4.0,0.0,1.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017120400,00-0032214,0.0,0.0,0.0,0.0,2.0,2.0,30.0,10.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017121002,00-0032214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017121704,00-0032214,0.0,0.0,0.0,0.0,4.0,2.0,1.0,8.0,0.0,0.0,0.0,32.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017122402,00-0032214,0.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017123101,00-0032214,0.0,0.0,0.0,0.0,8.0,6.0,53.0,23.0,0.0,2.0,0.0,44.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CIN,TE,T.Kroft
2017091003,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,24.0,268.0,228.0,114.0,0.0,1.0,2.0,1.0,2017,PIT,QB,B.Roethlisberger
2017091706,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,243.0,384.0,127.0,2.0,0.0,2.0,0.0,2017,PIT,QB,B.Roethlisberger
2017092403,00-0022924,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0,235.0,480.0,140.0,2.0,0.0,1.0,0.0,2017,PIT,QB,B.Roethlisberger
2017100102,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,216.0,296.0,114.0,6.0,1.0,1.0,0.0,2017,PIT,QB,B.Roethlisberger
2017100807,00-0022924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,33.0,312.0,475.0,188.0,2.0,5.0,2.0,2.0,2017,PIT,QB,B.Roethlisberger
2017101509,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,255.0,232.0,134.0,1.0,1.0,1.0,0.0,2017,PIT,QB,B.Roethlisberger
2017102208,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,224.0,311.0,110.0,1.0,0.0,2.0,1.0,2017,PIT,QB,B.Roethlisberger
2017102910,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,317.0,384.0,125.0,3.0,1.0,1.0,0.0,2017,PIT,QB,B.Roethlisberger
2017111203,00-0022924,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,236.0,239.0,90.0,2.0,1.0,2.0,2.0,2017,PIT,QB,B.Roethlisberger
2017111600,00-0022924,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,31.0,307.0,399.0,205.0,2.0,0.0,4.0,4.0,2017,PIT,QB,B.Roethlisberger
2017112611,00-0022924,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,33.0,351.0,306.0,187.0,1.0,2.0,5.0,3.0,2017,PIT,QB,B.Roethlisberger
2017120400,00-0022924,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,293.0,374.0,137.0,3.0,1.0,2.0,1.0,2017,PIT,QB,B.Roethlisberger
2017121013,00-0022924,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,44.0,508.0,505.0,292.0,4.0,0.0,2.0,1.0,2017,PIT,QB,B.Roethlisberger
2017121709,00-0022924,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,291.0,249.0,124.0,4.0,1.0,3.0,2.0,2017,PIT,QB,B.Roethlisberger
2017122500,00-0022924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,231.0,151.0,75.0,1.0,0.0,2.0,1.0,2017,PIT,QB,B.Roethlisberger
2017091003,00-0031373,0.0,0.0,0.0,0.0,6.0,2.0,14.0,3.0,0.0,0.0,0.0,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017091706,00-0031373,1.0,7.0,0.0,0.0,4.0,3.0,91.0,16.0,0.0,1.0,1.0,116.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017092403,00-0031373,0.0,0.0,0.0,0.0,8.0,2.0,30.0,0.0,0.0,0.0,0.0,198.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017100102,00-0031373,0.0,0.0,0.0,0.0,5.0,3.0,48.0,10.0,0.0,0.0,0.0,100.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017100807,00-0031373,1.0,13.0,0.0,0.0,8.0,5.0,21.0,14.0,0.0,0.0,0.0,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017101509,00-0031373,0.0,0.0,0.0,0.0,3.0,2.0,27.0,18.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017102208,00-0031373,1.0,2.0,0.0,0.0,2.0,1.0,3.0,-1.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017111203,00-0031373,1.0,-9.0,0.0,0.0,5.0,3.0,42.0,45.0,0.0,0.0,0.0,47.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017111600,00-0031373,0.0,0.0,0.0,0.0,4.0,2.0,30.0,3.0,0.0,0.0,0.0,46.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017112611,00-0031373,1.0,1.0,0.0,0.0,6.0,4.0,40.0,6.0,0.0,1.0,0.0,55.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017120400,00-0031373,0.0,0.0,0.0,0.0,6.0,4.0,40.0,3.0,0.0,0.0,0.0,77.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017121013,00-0031373,0.0,0.0,0.0,0.0,10.0,6.0,33.0,7.0,0.0,0.0,0.0,98.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017121709,00-0031373,0.0,0.0,0.0,0.0,6.0,4.0,59.0,3.0,0.0,1.0,0.0,98.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017122500,00-0031373,1.0,8.0,0.0,0.0,4.0,3.0,60.0,23.0,0.0,0.0,0.0,62.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017123109,00-0031373,0.0,0.0,0.0,0.0,7.0,6.0,65.0,20.0,0.0,0.0,0.0,78.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,PIT,WR,M.Bryant
2017091003,00-0032257,0.0,0.0,0.0,0.0,5.0,2.0,20.0,9.0,0.0,0.0,0.0,87.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017091700,00-0032257,4.0,21.0,0.0,0.0,6.0,3.0,59.0,22.0,0.0,0.0,0.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017092405,00-0032257,2.0,23.0,0.0,1.0,7.0,6.0,81.0,61.0,0.0,0.0,0.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017100103,00-0032257,4.0,13.0,0.0,1.0,10.0,9.0,47.0,37.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017100801,00-0032257,6.0,20.0,0.0,0.0,3.0,3.0,74.0,72.0,0.0,1.0,1.0,-9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017101502,00-0032257,5.0,40.0,0.0,0.0,5.0,3.0,-1.0,7.0,0.0,1.0,0.0,30.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017102202,00-0032257,7.0,26.0,0.0,0.0,7.0,6.0,45.0,62.0,0.0,0.0,0.0,-12.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017102900,00-0032257,6.0,33.0,0.0,0.0,5.0,4.0,10.0,25.0,0.0,0.0,0.0,-13.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017111202,00-0032257,10.0,54.0,0.0,0.0,6.0,6.0,34.0,38.0,0.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017111901,00-0032257,2.0,10.0,0.0,0.0,6.0,4.0,56.0,29.0,0.0,1.0,1.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017112601,00-0032257,6.0,35.0,0.0,0.0,5.0,4.0,32.0,25.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017120310,00-0032257,7.0,5.0,0.0,0.0,4.0,2.0,10.0,11.0,0.0,0.0,0.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017121003,00-0032257,6.0,8.0,0.0,0.0,4.0,4.0,41.0,39.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017121702,00-0032257,7.0,23.0,0.0,1.0,7.0,5.0,40.0,29.0,1.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017122401,00-0032257,4.0,20.0,0.0,0.0,7.0,7.0,81.0,82.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017123109,00-0032257,6.0,20.0,0.0,1.0,6.0,6.0,75.0,86.0,1.0,0.0,0.0,-11.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,RB,D.Johnson
2017091003,00-0033079,0.0,0.0,0.0,0.0,3.0,2.0,32.0,10.0,0.0,0.0,0.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017091700,00-0033079,0.0,0.0,0.0,0.0,2.0,2.0,27.0,15.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017092405,00-0033079,0.0,0.0,0.0,0.0,6.0,1.0,10.0,7.0,0.0,0.0,0.0,86.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017100103,00-0033079,0.0,0.0,0.0,0.0,9.0,5.0,64.0,3.0,0.0,0.0,0.0,93.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017100801,00-0033079,0.0,0.0,0.0,0.0,8.0,5.0,71.0,14.0,0.0,0.0,0.0,106.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017101502,00-0033079,0.0,0.0,0.0,0.0,7.0,3.0,25.0,0.0,0.0,0.0,0.0,129.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017102202,00-0033079,0.0,0.0,0.0,0.0,4.0,3.0,21.0,3.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017102900,00-0033079,0.0,0.0,0.0,0.0,6.0,2.0,42.0,10.0,0.0,0.0,0.0,70.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017111202,00-0033079,0.0,0.0,0.0,0.0,6.0,2.0,15.0,0.0,0.0,0.0,0.0,95.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017111901,00-0033079,0.0,0.0,0.0,0.0,4.0,1.0,15.0,5.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017112601,00-0033079,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017121702,00-0033079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017122401,00-0033079,0.0,0.0,0.0,0.0,1.0,1.0,35.0,15.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017123109,00-0033079,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,CLE,WR,R.Louis
2017091003,00-0033899,5.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,222.0,351.0,128.0,1.0,1.0,1.0,1.0,2017,CLE,QB,D.Kizer
2017091700,00-0033899,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,182.0,324.0,109.0,5.0,3.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017092405,00-0033899,7.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,22.0,242.0,487.0,146.0,8.0,3.0,2.0,2.0,2017,CLE,QB,D.Kizer
2017100103,00-0033899,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,118.0,173.0,60.0,5.0,1.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017100801,00-0033899,6.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,87.0,195.0,66.0,2.0,1.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017102202,00-0033899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,114.0,98.0,18.0,2.0,2.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017102900,00-0033899,5.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,179.0,185.0,43.0,6.0,0.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017111202,00-0033899,7.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,232.0,351.0,142.0,6.0,1.0,2.0,0.0,2017,CLE,QB,D.Kizer
2017111901,00-0033899,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,179.0,267.0,123.0,2.0,2.0,1.0,0.0,2017,CLE,QB,D.Kizer
2017112601,00-0033899,9.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,268.0,366.0,178.0,5.0,0.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017120310,00-0033899,5.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,215.0,439.0,121.0,3.0,1.0,1.0,0.0,2017,CLE,QB,D.Kizer
2017121003,00-0033899,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,230.0,245.0,99.0,2.0,2.0,3.0,1.0,2017,CLE,QB,D.Kizer
2017121702,00-0033899,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,20.0,146.0,280.0,69.0,4.0,2.0,0.0,0.0,2017,CLE,QB,D.Kizer
2017122401,00-0033899,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,182.0,218.0,48.0,8.0,2.0,0.0,0.0,2017,CLE,QB,D.Kizer
