play_id,game_id,posteam,defteam,posteam_score,defteam_score,qtr,time,yardline_100,down,ydstogo,play_type,yards_gained,rush_attempt,pass_attempt,complete_pass,touchdown,interception,safety,fumble,fumble_lost,qb_hit,sack,field_goal_attempt,punt_attempt,run_location,shotgun,no_huddle,pass_location,air_yards,yards_after_catch,epa,wp,wpa,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,turnover,first_down
2441,2018101412,KC,NE,16.0,27.0,3,07:07:00,63.0,2.0,10,pass,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,8.0,1.0,1.2093231315233712,0.17081764269686642,0.028502689737900464,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
2465,2018101412,KC,NE,16.0,27.0,3,06:32:00,54.0,3.0,1,run,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,-2.2695302592271496,0.19932033243476688,-0.05248368066326467,,,,,00-0033040,T.Hill,False,False
2523,2018101412,KC,NE,16.0,27.0,3,06:14:00,54.0,4.0,1,run,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,2.6883361276536446,0.1468366517715022,0.06195750588605047,,,,,00-0033873,P.Mahomes,False,True
2544,2018101412,KC,NE,16.0,27.0,3,05:42:00,51.0,1.0,10,run,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,1.4732034110652892,0.2087941576575527,0.0434911375479706,,,,,00-0033923,K.Hunt,False,True
2565,2018101412,KC,NE,16.0,27.0,3,05:11:00,20.0,1.0,10,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.17019529207753692,0.2522852952055233,-0.0072475715473761795,,,,,00-0030414,S.Ware,False,False
2586,2018101412,KC,NE,16.0,27.0,3,04:31:00,16.0,2.0,6,pass,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,1.0,3.0,-0.2705299796494565,0.2450377236581471,-0.010613287745688538,00-0033873,P.Mahomes,00-0030414,S.Ware,,,False,False
2610,2018101412,KC,NE,16.0,27.0,3,03:45:00,12.0,3.0,2,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,6.0,,-1.1685481752568498,0.2344244359124585,-0.03464497892488652,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,False
2645,2018101412,KC,NE,16.0,27.0,3,03:40:00,12.0,4.0,2,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,0.1700610678457415,0.19977945698757205,0.0051385309729469215,,,,,,,False,False
2679,2018101412,NE,KC,27.0,19.0,3,03:36:00,75.0,1.0,10,run,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.9943735996791638,0.7950820120394809,0.02749746371764361,,,,,00-0031062,J.White,False,True
2700,2018101412,NE,KC,27.0,19.0,3,02:48:00,64.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,29.0,,-0.6918209747634649,0.8225794757571246,-0.0178459608733611,00-0019596,T.Brady,00-0029664,J.Gordon,,,False,False
2722,2018101412,NE,KC,27.0,19.0,3,02:42:00,64.0,2.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,34.0,,-0.9852994566884286,0.8047335148837635,-0.028670889418150658,00-0019596,T.Brady,00-0031062,J.White,,,False,False
2755,2018101412,NE,KC,27.0,19.0,3,02:36:00,64.0,3.0,10,pass,-7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1,0,,,,-4.454858099297613,0.7760626254656129,-0.11586755137300365,00-0019596,T.Brady,,,,,True,False
2784,2018101412,KC,NE,19.0,27.0,3,02:23:00,29.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,6.0,,-0.4563646623664548,0.33980492590739075,-0.016707603614913302,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
2806,2018101412,KC,NE,19.0,27.0,3,02:20:00,29.0,2.0,10,pass,15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,4.0,11.0,0.923218476721714,0.32309732229247745,0.03228185309092557,00-0033873,P.Mahomes,00-0031325,S.Watkins,,,False,True
2830,2018101412,KC,NE,19.0,27.0,3,01:42:00,14.0,1.0,10,run,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,-0.4182546089798862,0.3553791753834029,-0.016618922702342886,,,,,00-0033923,K.Hunt,False,False
2851,2018101412,KC,NE,19.0,27.0,3,01:03:00,14.0,2.0,10,pass,14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,14.0,0.0,2.81341567715576,0.3387602526810601,0.09844507776040964,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
2902,2018101412,NE,KC,27.0,26.0,3,00:56:00,75.0,1.0,10,run,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,-0.5809777830995753,0.5453002794111675,-0.020537720568920115,,,,,00-0034845,S.Michel,False,False
2923,2018101412,,,,,3,00:17:00,,2.0,9,,0,,,,,,,,,,,,,,1,0,,,,,,0.0,,,,,,,False,False
2956,2018101412,NE,KC,27.0,26.0,3,00:12:00,74.0,2.0,9,pass,21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,12.0,9.0,2.394271001593033,0.5247625588422474,0.09000550118760309,00-0019596,T.Brady,00-0027150,J.Edelman,,,False,False
2980,2018101412,,,,,3,00:00:00,,,0,,0,,,,,,,,,,,,,,0,0,,,,,,0.0,,,,,,,False,False
2997,2018101412,NE,KC,27.0,26.0,4,15:00:00,53.0,1.0,10,run,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.2281696552654027,0.6147680600298505,-0.007931120816357717,,,,,00-0034845,S.Michel,False,False
3018,2018101412,NE,KC,27.0,26.0,4,14:26:00,50.0,2.0,7,run,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,1.1071408438605133,0.6068369392134928,0.04575984362745655,,,,,00-0031062,J.White,False,True
3039,2018101412,NE,KC,27.0,26.0,4,13:42:00,38.0,1.0,10,run,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,-0.5041978465771653,0.6525967828409494,-0.018381224965571263,,,,,00-0031062,J.White,False,False
3060,2018101412,NE,KC,27.0,26.0,4,13:02:00,38.0,2.0,10,pass,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,-2.0,11.0,0.6097930269557534,0.6342155578753781,0.026621779786939026,00-0019596,T.Brady,00-0031062,J.White,,,False,False
3084,2018101412,NE,KC,27.0,26.0,4,12:28:00,29.0,3.0,1,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,0.41346716814852025,0.6608373376623171,0.019165356326897642,,,,,00-0034845,S.Michel,False,True
3105,2018101412,NE,KC,27.0,26.0,4,11:53:00,25.0,1.0,10,run,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,-0.3100496428721673,0.6800026939892148,-0.009708058079448856,,,,,00-0034845,S.Michel,False,False
3130,2018101412,NE,KC,27.0,26.0,4,11:15:00,23.0,2.0,8,pass,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,-2.0,4.0,-0.5695555668154992,0.6702946359097659,-0.019904163411468282,00-0019596,T.Brady,00-0031062,J.White,,,False,False
3154,2018101412,NE,KC,27.0,26.0,4,10:32:00,21.0,3.0,6,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,20.0,,-1.0362747866728248,0.6503904724982976,-0.042592718539701035,00-0019596,T.Brady,00-0031062,J.White,,,False,False
3176,2018101412,NE,KC,27.0,26.0,4,10:25:00,21.0,4.0,6,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,0.6779357592477071,0.6077977539585966,0.03291146977606929,,,,,,,False,False
3221,2018101412,KC,NE,26.0,30.0,4,10:10:00,3.0,1.0,3,run,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,-0.6342255588508356,0.5551549414016804,-0.022618977492463214,,,,,00-0031325,S.Watkins,False,False
3242,2018101412,KC,NE,26.0,30.0,4,09:25:00,4.0,2.0,4,run,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,0.24958764157179125,0.5325359639092172,0.013146886691238646,,,,,00-0033923,K.Hunt,False,False
3263,2018101412,KC,NE,26.0,30.0,4,08:44:00,1.0,3.0,1,pass,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,1.0,0.0,1.380071895118233,0.5456828506004558,0.05590325472272872,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
3314,2018101412,NE,KC,30.0,33.0,4,08:38:00,75.0,1.0,10,pass,9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,-5.0,14.0,1.034754884943102,0.3959588287498686,0.043211921054531865,00-0019596,T.Brady,00-0031062,J.White,,,False,False
3338,2018101412,NE,KC,30.0,33.0,4,08:01:00,66.0,2.0,1,run,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,-0.5630804934105451,0.4391707498044005,-0.02406949221839655,,,,,00-0034845,S.Michel,False,False
3359,2018101412,NE,KC,30.0,33.0,4,07:20:00,66.0,3.0,1,pass,42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,41.0,1.0,2.6236354386305516,0.4151012575860039,0.11612255438000575,00-0019596,T.Brady,00-0028237,C.Hogan,,,False,True
3394,2018101412,NE,KC,30.0,33.0,4,06:56:00,24.0,1.0,10,pass,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,14.0,5.0,1.4918033094418446,0.5312238119660097,0.07363762177905131,00-0019596,T.Brady,00-0028237,C.Hogan,,,False,True
3418,2018101412,NE,KC,30.0,33.0,4,06:14:00,5.0,1.0,5,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,1.0,,-0.4430900401066058,0.604861433745061,-0.020090724847490526,00-0019596,T.Brady,00-0027150,J.Edelman,,,False,False
3440,2018101412,NE,KC,30.0,33.0,4,06:10:00,5.0,2.0,5,run,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,1,0,,,,-0.5996559942632853,0.5847707088975704,-0.02277571046303062,,,,,00-0031062,J.White,False,False
3461,2018101412,NE,KC,30.0,33.0,4,05:32:00,4.0,3.0,4,run,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,1,0,,,,2.4885600045938334,0.5619949984345398,0.11905542440659478,,,,,00-0019596,T.Brady,False,False
3520,2018101412,KC,NE,33.0,37.0,4,05:25:00,75.0,1.0,10,pass,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,-3.0,3.0,-0.5163577985912184,0.33312454273754105,-0.031911883952989495,00-0033873,P.Mahomes,00-0033923,K.Hunt,,,False,False
3544,2018101412,KC,NE,33.0,37.0,4,04:48:00,75.0,2.0,10,pass,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,3.0,0.0,-0.2950283859457388,0.3012126587845516,-0.02654301995966979,00-0033873,P.Mahomes,00-0031325,S.Watkins,,,False,False
3568,2018101412,KC,NE,33.0,37.0,4,04:05:00,72.0,3.0,7,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,0,middle,33.0,,-0.9334223987027621,0.27466963882488177,-0.047443035229973035,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
3590,2018101412,KC,NE,33.0,37.0,4,03:59:00,72.0,4.0,7,punt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,,,,0.4257027818245109,0.2272266035949088,0.030275616480047868,,,,,,,False,False
3609,2018101412,NE,KC,37.0,33.0,4,03:50:00,79.0,1.0,10,pass,42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,9.0,33.0,2.5702680271946545,0.7424977799250434,0.11258468103105901,00-0019596,T.Brady,00-0027656,R.Gronkowski,,,False,True
3633,2018101412,NE,KC,37.0,33.0,4,03:39:00,37.0,1.0,10,run,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,-0.36829161782659225,0.8550824609561024,-0.00971876786914172,,,,,00-0034845,S.Michel,False,False
3671,2018101412,NE,KC,37.0,33.0,4,03:30:00,36.0,2.0,9,pass,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,2.0,2.0,-0.2549272690249067,0.8453636930869607,-0.00827056410444671,00-0019596,T.Brady,00-0029664,J.Gordon,,,False,False
3716,2018101412,NE,KC,37.0,33.0,4,03:25:00,32.0,3.0,5,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,19.0,,-0.8843576982010821,0.837093128982514,-0.032499148460268364,00-0019596,T.Brady,00-0027150,J.Edelman,,,False,False
3738,2018101412,NE,KC,37.0,33.0,4,03:19:00,32.0,4.0,5,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,1.4441224089520457,0.8045939805222456,0.035506278167044325,,,,,,,False,False
3776,2018101412,KC,NE,33.0,40.0,4,03:15:00,75.0,1.0,10,pass,75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,39.0,36.0,6.310799422268372,0.15989974131071005,0.3557048582655623,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
3827,2018101412,NE,KC,40.0,40.0,4,03:03:00,75.0,1.0,10,run,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.2490113392180019,0.5355340121067034,0.029560753726188164,,,,,00-0027150,J.Edelman,False,False
3848,2018101412,NE,KC,40.0,40.0,4,02:20:00,68.0,2.0,3,run,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,0.037186877131035516,0.5650947658328915,0.011806771300394536,,,,,00-0034845,S.Michel,False,False
3869,2018101412,,,,,4,02:00:00,,,0,,0,,,,,,,,,,,,,,0,0,,,,,,0.0,,,,,,,False,False
3886,2018101412,NE,KC,40.0,40.0,4,02:00:00,66.0,3.0,1,run,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,0.3337162514957659,0.5769015371332861,0.1280713107913688,,,,,00-0034845,S.Michel,False,True
3907,2018101412,NE,KC,40.0,40.0,4,01:29:00,64.0,1.0,10,pass,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,-2.0,18.0,0.5932264696109717,0.7049728479246549,0.1153379163171836,00-0019596,T.Brady,00-0031062,J.White,,,False,True
3931,2018101412,NE,KC,40.0,40.0,4,00:51:00,48.0,1.0,10,pass,39,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,28.0,11.0,2.1064029631949737,0.8203107642418385,0.16458659530037933,00-0019596,T.Brady,00-0027656,R.Gronkowski,,,False,True
3976,2018101412,NE,KC,40.0,40.0,4,00:17:00,9.0,1.0,9,run,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,0,0,,,,-1.1167897377824243,0.9848973595422178,-0.09604135312001603,,,,,00-0019596,T.Brady,False,False
4018,2018101412,NE,KC,40.0,40.0,4,00:03:00,10.0,2.0,10,field_goal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0,0,,,,0.12176720742507464,0.8888560064222017,,,,,,,,False,False
51,2018111900,LA,KC,0.0,0.0,1,15:00:00,75.0,1.0,10,run,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,0.09540424609745156,0.5000068217219346,0.004821983047615386,,,,,00-0032241,T.Gurley,False,True
112,2018111900,LA,KC,0.0,0.0,1,14:21:00,62.0,1.0,10,pass,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,6.0,0.0,0.270023251979548,0.5383578632164756,0.009617250955842982,00-0033106,J.Goff,00-0031236,B.Cooks,,,False,False
137,2018111900,LA,KC,0.0,0.0,1,14:00:00,56.0,2.0,4,pass,30,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1,right,8.0,22.0,1.906261846876235,0.5479751141723186,0.06457663132925351,00-0033106,J.Goff,00-0031236,B.Cooks,,,False,True
162,2018111900,LA,KC,0.0,0.0,1,13:31:00,26.0,1.0,10,pass,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,right,1.0,6.0,0.1452698473664613,0.6125517455015721,0.006859927919608322,00-0033106,J.Goff,00-0032241,T.Gurley,,,False,False
199,2018111900,LA,KC,0.0,0.0,1,12:55:00,19.0,2.0,3,run,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,0.2053557748504744,0.6194116734211804,0.00896524175047364,,,,,00-0032241,T.Gurley,False,True
267,2018111900,LA,KC,0.0,0.0,1,12:06:00,7.0,1.0,7,pass,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,7.0,0.0,1.5791389456146143,0.6594395270484301,0.05238449932429845,00-0033106,J.Goff,00-0030431,R.Woods,,,False,False
338,2018111900,KC,LA,0.0,6.0,1,11:54:00,71.0,1.0,10,run,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,1,0,,,,-1.0962812561890247,0.3367978873054813,-0.035787776133450966,,,,,00-0033923,K.Hunt,False,True
371,2018111900,KC,LA,0.0,6.0,1,11:30:00,79.0,1.0,18,pass,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,-1.0,5.0,-0.20807266976119945,0.3010101111720304,-0.005947238603386196,00-0033873,P.Mahomes,00-0031325,S.Watkins,,,False,False
396,2018111900,KC,LA,0.0,6.0,1,10:49:00,75.0,2.0,14,pass,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,-1.0,12.0,1.0080773135478602,0.29506287256864416,0.02013550219749716,00-0033873,P.Mahomes,00-0032128,C.Conley,,,False,False
483,2018111900,KC,LA,0.0,6.0,1,10:13:00,69.0,3.0,8,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,34.0,,-1.6401408062509475,0.2793258091805198,-0.048748694510718255,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,False
512,2018111900,KC,LA,0.0,6.0,1,10:07:00,69.0,4.0,8,punt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,,,,1.6787329013396817,0.23057711466980155,0.06941673734432266,,,,,,,False,False
538,2018111900,LA,KC,6.0,0.0,1,09:56:00,83.0,1.0,10,pass,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,4.0,1.0,0.0884800575686846,0.7000061479858758,0.003701276570346468,00-0033106,J.Goff,00-0033110,T.Higbee,,,False,True
596,2018111900,LA,KC,6.0,0.0,1,09:21:00,73.0,1.0,10,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,middle,20.0,,-0.7591220628930435,0.7334443909920038,-0.02473036247478755,00-0033106,J.Goff,00-0031236,B.Cooks,,,False,False
618,2018111900,LA,KC,6.0,0.0,1,09:16:00,73.0,2.0,10,pass,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,14.0,0.0,2.0009536939047936,0.7087140285172162,0.06361758469401713,00-0033106,J.Goff,00-0033943,J.Reynolds,,,False,True
643,2018111900,LA,KC,6.0,0.0,1,08:33:00,59.0,1.0,10,pass,16,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,4.0,12.0,1.0997494813099693,0.7723316132112333,0.029863281728931827,00-0033106,J.Goff,00-0033110,T.Higbee,,,False,True
679,2018111900,LA,KC,6.0,0.0,1,08:08:00,43.0,1.0,10,pass,25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,left,23.0,2.0,1.041222799359995,0.8021948949401652,0.024653716939138648,00-0033106,J.Goff,00-0030431,R.Woods,,,False,True
704,2018111900,LA,KC,6.0,0.0,1,07:37:00,18.0,1.0,10,run,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,-0.4820165954916629,0.8268486118793038,-0.009949836415228952,,,,,00-0032241,T.Gurley,False,False
738,2018111900,LA,KC,6.0,0.0,1,07:03:00,19.0,2.0,11,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,0,left,19.0,,-0.7555191647442792,0.8168987754640749,-0.01803037020615628,00-0033106,J.Goff,00-0030431,R.Woods,,,False,False
814,2018111900,LA,KC,6.0,0.0,1,06:57:00,14.0,3.0,6,pass,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,4.0,2.0,1.7284869510812708,0.7971547245822622,0.03897661754562032,00-0033106,J.Goff,00-0031236,B.Cooks,,,False,True
862,2018111900,LA,KC,6.0,0.0,1,05:50:00,4.0,1.0,4,pass,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,right,4.0,,-0.4402668575220456,0.8464612778381151,-0.008294049102399281,00-0033106,J.Goff,,,,,False,False
884,2018111900,LA,KC,6.0,0.0,1,05:43:00,4.0,2.0,4,pass,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,4.0,0.0,1.5767145272372725,0.8381672287357158,0.026433698925075744,00-0033106,J.Goff,00-0033943,J.Reynolds,,,False,False
960,2018111900,KC,LA,0.0,13.0,1,05:30:00,75.0,1.0,10,pass,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,right,-2.0,5.0,-0.2731954841889592,0.14885727852684028,-0.005279569060978012,00-0033873,P.Mahomes,00-0030506,T.Kelce,,,False,False
985,2018111900,KC,LA,0.0,13.0,1,04:54:00,72.0,2.0,7,run,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,middle,1,0,,,,2.6556304452069064,0.14357770946586226,0.0497639263899079,,,,,00-0033923,K.Hunt,False,True
1007,2018111900,KC,LA,0.0,13.0,1,04:16:00,45.0,1.0,10,pass,20,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,left,17.0,3.0,0.9270727714089602,0.19334163585577016,0.02026361083893247,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,True
1032,2018111900,KC,LA,0.0,13.0,1,03:33:00,25.0,1.0,10,pass,25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,25.0,0.0,2.716586758947999,0.21360524669470266,0.07758330141509076,00-0033873,P.Mahomes,00-0033040,T.Hill,,,False,False
1097,2018111900,LA,KC,13.0,7.0,1,03:19:00,84.0,1.0,10,run,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,-0.4472052992570332,0.6863490660872803,-0.018054687912752776,,,,,00-0031806,M.Brown,False,False
1119,2018111900,LA,KC,13.0,7.0,1,02:48:00,82.0,2.0,8,pass,15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,middle,13.0,2.0,2.049006400840179,0.6682943781745275,0.06812830286455329,00-0033106,J.Goff,00-0033943,J.Reynolds,,,False,True
1188,2018111900,LA,KC,13.0,7.0,1,02:16:00,30.0,1.0,10,pass,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0,left,4.0,1.0,-0.04568053463696842,0.8023272812365031,-0.0027757657067158928,00-0033106,J.Goff,00-0033110,T.Higbee,,,False,False
1213,2018111900,LA,KC,13.0,7.0,1,01:42:00,25.0,2.0,5,run,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,0,0,,,,0.4744815260731485,0.7995515155297872,0.010335188196848644,,,,,00-0031806,M.Brown,False,True
1235,2018111900,LA,KC,13.0,7.0,1,01:20:00,17.0,1.0,10,pass,11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,middle,6.0,5.0,1.0372836303955395,0.8098867037266358,0.021354977392780028,00-0033106,J.Goff,00-0033943,J.Reynolds,,,False,True
1260,2018111900,LA,KC,13.0,7.0,1,00:52:00,6.0,1.0,6,run,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,0,0,,,,-0.2946000281855907,0.8312416811194159,-0.007130498291354814,,,,,00-0031806,M.Brown,False,False
